region,year,acc_cl_nm,acc_cnt,acc_cnt_cmrt,dth_dnv_cnt,dth_dnv_cnt_cmrt,ftlt_rate,injpsn_cnt,injpsn_cnt_cmrt,tot_acc_cnt,tot_dth_dnv_cnt,tot_injpsn_cnt
춘천시,2016,어린이사고,109,0.97,0,0.0,0.0,143,1.01,11264,71,14215
춘천시,2016,고령자사고,282,0.79,9,0.52,3.19,321,0.84,35761,1732,38413
춘천시,2016,보행자사고,301,0.61,11,0.64,3.65,300,0.6,49235,1714,49725
춘천시,2016,자전거사고,35,0.59,0,0.0,0.0,36,0.57,5936,113,6292
춘천시,2016,야간사고,667,0.7,12,0.56,1.8,1045,0.73,95109,2157,142577
춘천시,2016,어린이보행사고,34,0.79,0,0.0,0.0,37,0.84,4288,36,4402
춘천시,2016,스쿨존내어린이사고,6,1.25,0,0.0,0.0,7,1.37,480,8,510
춘천시,2016,고령운전자사고,234,0.96,3,0.4,1.28,380,1.06,24429,759,35687
춘천시,2016,고령보행자사고,73,0.64,7,0.81,9.59,66,0.62,11425,866,10693
춘천시,2016,뺑소니사고,50,0.6,1,0.66,2.0,77,0.63,8326,151,12274
춘천시,2016,무면허사고,32,0.8,0,0.0,0.0,58,1.0,3993,147,5794
태백시,2016,전체사고,227,0.1,5,0.12,2.2,388,0.12,220917,4292,331720
태백시,2016,어린이사고,16,0.14,0,0.0,0.0,22,0.15,11264,71,14215
태백시,2016,고령자사고,55,0.15,1,0.06,1.82,61,0.16,35761,1732,38413
태백시,2016,보행자사고,48,0.1,1,0.06,2.08,48,0.1,49235,1714,49725
태백시,2016,야간사고,62,0.07,1,0.05,1.61,103,0.07,95109,2157,142577
태백시,2016,어린이보행사고,3,0.07,0,0.0,0.0,3,0.07,4288,36,4402
태백시,2016,고령운전자사고,50,0.2,0,0.0,0.0,86,0.24,24429,759,35687
태백시,2016,고령보행자사고,15,0.13,1,0.12,6.67,14,0.13,11425,866,10693
태백시,2016,뺑소니사고,3,0.04,0,0.0,0.0,3,0.02,8326,151,12274
태백시,2016,무면허사고,4,0.1,0,0.0,0.0,7,0.12,3993,147,5794
평창군,2016,전체사고,253,0.11,13,0.3,5.14,592,0.18,220917,4292,331720
평창군,2016,어린이사고,26,0.23,0,0.0,0.0,48,0.34,11264,71,14215
평창군,2016,고령자사고,74,0.21,2,0.12,2.7,94,0.24,35761,1732,38413
평창군,2016,보행자사고,22,0.04,1,0.06,4.55,24,0.05,49235,1714,49725
평창군,2016,자전거사고,1,0.02,0,0.0,0.0,1,0.02,5936,113,6292
평창군,2016,야간사고,68,0.07,3,0.14,4.41,139,0.1,95109,2157,142577
평창군,2016,어린이보행사고,1,0.02,0,0.0,0.0,1,0.02,4288,36,4402
평창군,2016,고령운전자사고,43,0.18,0,0.0,0.0,77,0.22,24429,759,35687
평창군,2016,고령보행자사고,11,0.1,1,0.12,9.09,10,0.09,11425,866,10693
평창군,2016,뺑소니사고,2,0.02,0,0.0,0.0,5,0.04,8326,151,12274
평창군,2016,무면허사고,8,0.2,1,0.68,12.5,20,0.35,3993,147,5794
홍천군,2016,전체사고,366,0.17,14,0.33,3.83,554,0.17,220917,4292,331720
홍천군,2016,어린이사고,14,0.12,0,0.0,0.0,25,0.18,11264,71,14215
홍천군,2016,고령자사고,79,0.22,4,0.23,5.06,89,0.23,35761,1732,38413
홍천군,2016,보행자사고,70,0.14,5,0.29,7.14,67,0.13,49235,1714,49725
홍천군,2016,자전거사고,4,0.07,1,0.88,25.0,3,0.05,5936,113,6292
홍천군,2016,야간사고,101,0.11,6,0.28,5.94,141,0.1,95109,2157,142577
홍천군,2016,어린이보행사고,3,0.07,0,0.0,0.0,3,0.07,4288,36,4402
홍천군,2016,고령운전자사고,63,0.26,3,0.4,4.76,85,0.24,24429,759,35687
홍천군,2016,고령보행자사고,29,0.25,2,0.23,6.9,28,0.26,11425,866,10693
홍천군,2016,뺑소니사고,4,0.05,1,0.66,25.0,3,0.02,8326,151,12274
홍천군,2016,무면허사고,4,0.1,0,0.0,0.0,4,0.07,3993,147,5794
화천군,2016,전체사고,87,0.04,6,0.14,6.9,130,0.04,220917,4292,331720
화천군,2016,어린이사고,6,0.05,0,0.0,0.0,6,0.04,11264,71,14215
화천군,2016,고령자사고,24,0.07,3,0.17,12.5,26,0.07,35761,1732,38413
화천군,2016,보행자사고,14,0.03,1,0.06,7.14,14,0.03,49235,1714,49725
화천군,2016,자전거사고,2,0.03,0,0.0,0.0,3,0.05,5936,113,6292
화천군,2016,야간사고,20,0.02,1,0.05,5.0,29,0.02,95109,2157,142577
화천군,2016,어린이보행사고,5,0.12,0,0.0,0.0,5,0.11,4288,36,4402
화천군,2016,고령운전자사고,14,0.06,2,0.26,14.29,15,0.04,24429,759,35687
화천군,2016,고령보행자사고,3,0.03,1,0.12,33.33,2,0.02,11425,866,10693
화천군,2016,뺑소니사고,2,0.02,0,0.0,0.0,3,0.02,8326,151,12274
화천군,2016,무면허사고,4,0.1,1,0.68,25.0,6,0.1,3993,147,5794
횡성군,2016,전체사고,257,0.12,12,0.28,4.67,524,0.16,220917,4292,331720
횡성군,2016,어린이사고,22,0.2,1,1.41,4.55,36,0.25,11264,71,14215
횡성군,2016,고령자사고,60,0.17,5,0.29,8.33,73,0.19,35761,1732,38413
횡성군,2016,보행자사고,36,0.07,3,0.18,8.33,33,0.07,49235,1714,49725
횡성군,2016,야간사고,68,0.07,3,0.14,4.41,136,0.1,95109,2157,142577
횡성군,2016,어린이보행사고,6,0.14,1,2.78,16.67,5,0.11,4288,36,4402
횡성군,2016,고령운전자사고,43,0.18,1,0.13,2.33,68,0.19,24429,759,35687
횡성군,2016,고령보행자사고,12,0.11,2,0.23,16.67,10,0.09,11425,866,10693
횡성군,2016,뺑소니사고,5,0.06,0,0.0,0.0,10,0.08,8326,151,12274
횡성군,2016,무면허사고,3,0.08,0,0.0,0.0,4,0.07,3993,147,5794
강릉시,2017,전체사고,1028,0.48,26,0.62,2.53,1632,0.51,216335,4185,322829
강릉시,2017,어린이사고,60,0.55,1,1.85,1.67,74,0.55,10960,54,13433
강릉시,2017,고령자사고,225,0.6,11,0.62,4.89,249,0.61,37555,1767,40579
강릉시,2017,보행자사고,222,0.47,12,0.72,5.41,221,0.46,47377,1675,47707
강릉시,2017,자전거사고,5,0.09,1,0.79,20.0,4,0.07,5659,126,5932
강릉시,2017,야간사고,368,0.41,14,0.66,3.8,584,0.43,90766,2109,135883
강릉시,2017,어린이보행사고,21,0.52,1,2.86,4.76,21,0.51,4019,35,4101
강릉시,2017,스쿨존내어린이사고,2,0.42,0,0.0,0.0,2,0.41,479,8,487
강릉시,2017,고령운전자사고,139,0.52,5,0.59,3.6,204,0.53,26713,848,38627
강릉시,2017,고령보행자사고,72,0.6,6,0.66,8.33,67,0.6,11977,906,11224
강릉시,2017,뺑소니사고,20,0.25,2,1.33,10.0,38,0.33,7883,150,11433
강릉시,2017,무면허사고,25,0.49,1,0.63,4.0,44,0.59,5134,159,7477
고성군,2017,전체사고,107,0.05,5,0.12,4.67,168,0.05,216335,4185,322829
고성군,2017,어린이사고,10,0.09,0,0.0,0.0,12,0.09,10960,54,13433
고성군,2017,고령자사고,23,0.06,3,0.17,13.04,20,0.05,37555,1767,40579
고성군,2017,보행자사고,21,0.04,2,0.12,9.52,20,0.04,47377,1675,47707
고성군,2017,자전거사고,2,0.04,0,0.0,0.0,2,0.03,5659,126,5932
고성군,2017,야간사고,33,0.04,4,0.19,12.12,44,0.03,90766,2109,135883
고성군,2017,어린이보행사고,4,0.1,0,0.0,0.0,4,0.1,4019,35,4101
고성군,2017,고령운전자사고,16,0.06,0,0.0,0.0,23,0.06,26713,848,38627
고성군,2017,고령보행자사고,8,0.07,2,0.22,25.0,6,0.05,11977,906,11224
고성군,2017,뺑소니사고,1,0.01,0,0.0,0.0,1,0.01,7883,150,11433
고성군,2017,무면허사고,1,0.02,0,0.0,0.0,2,0.03,5134,159,7477
동해시,2017,전체사고,451,0.21,7,0.17,1.55,673,0.21,216335,4185,322829
동해시,2017,어린이사고,30,0.27,0,0.0,0.0,36,0.27,10960,54,13433
동해시,2017,고령자사고,101,0.27,3,0.17,2.97,117,0.29,37555,1767,40579
동해시,2017,보행자사고,118,0.25,3,0.18,2.54,120,0.25,47377,1675,47707
동해시,2017,자전거사고,5,0.09,0,0.0,0.0,5,0.08,5659,126,5932
동해시,2017,야간사고,145,0.16,3,0.14,2.07,219,0.16,90766,2109,135883
동해시,2017,어린이보행사고,14,0.35,0,0.0,0.0,14,0.34,4019,35,4101
동해시,2017,스쿨존내어린이사고,5,1.04,0,0.0,0.0,5,1.03,479,8,487
동해시,2017,고령운전자사고,62,0.23,1,0.12,1.61,80,0.21,26713,848,38627
동해시,2017,고령보행자사고,38,0.32,2,0.22,5.26,36,0.32,11977,906,11224
동해시,2017,뺑소니사고,15,0.19,0,0.0,0.0,21,0.18,7883,150,11433
동해시,2017,무면허사고,5,0.1,0,0.0,0.0,9,0.12,5134,159,7477
삼척시,2017,전체사고,363,0.17,10,0.24,2.75,613,0.19,216335,4185,322829
삼척시,2017,어린이사고,15,0.14,0,0.0,0.0,22,0.16,10960,54,13433
삼척시,2017,고령자사고,96,0.26,6,0.34,6.25,116,0.29,37555,1767,40579
삼척시,2017,보행자사고,49,0.1,0,0.0,0.0,57,0.12,47377,1675,47707
삼척시,2017,자전거사고,5,0.09,0,0.0,0.0,5,0.08,5659,126,5932
삼척시,2017,야간사고,98,0.11,2,0.09,2.04,151,0.11,90766,2109,135883
삼척시,2017,어린이보행사고,2,0.05,0,0.0,0.0,2,0.05,4019,35,4101
삼척시,2017,고령운전자사고,72,0.27,3,0.35,4.17,118,0.31,26713,848,38627
삼척시,2017,고령보행자사고,15,0.13,0,0.0,0.0,15,0.13,11977,906,11224
삼척시,2017,뺑소니사고,5,0.06,0,0.0,0.0,6,0.05,7883,150,11433
삼척시,2017,무면허사고,3,0.06,0,0.0,0.0,3,0.04,5134,159,7477
속초시,2017,전체사고,460,0.21,5,0.12,1.09,748,0.23,216335,4185,322829
속초시,2017,어린이사고,43,0.39,0,0.0,0.0,55,0.41,10960,54,13433
속초시,2017,고령자사고,70,0.19,4,0.23,5.71,75,0.18,37555,1767,40579
속초시,2017,보행자사고,103,0.22,2,0.12,1.94,104,0.22,47377,1675,47707
속초시,2017,자전거사고,5,0.09,0,0.0,0.0,5,0.08,5659,126,5932
속초시,2017,야간사고,178,0.2,1,0.05,0.56,286,0.21,90766,2109,135883
속초시,2017,어린이보행사고,13,0.32,0,0.0,0.0,14,0.34,4019,35,4101
속초시,2017,스쿨존내어린이사고,1,0.21,0,0.0,0.0,1,0.21,479,8,487
속초시,2017,고령운전자사고,52,0.19,1,0.12,1.92,86,0.22,26713,848,38627
속초시,2017,고령보행자사고,31,0.26,2,0.22,6.45,29,0.26,11977,906,11224
속초시,2017,뺑소니사고,13,0.16,0,0.0,0.0,15,0.13,7883,150,11433
속초시,2017,무면허사고,7,0.14,0,0.0,0.0,12,0.16,5134,159,7477
양구군,2017,전체사고,91,0.04,5,0.12,5.49,147,0.05,216335,4185,322829
양구군,2017,어린이사고,8,0.07,0,0.0,0.0,10,0.07,10960,54,13433
양구군,2017,고령자사고,25,0.07,2,0.11,8.0,29,0.07,37555,1767,40579
양구군,2017,보행자사고,16,0.03,0,0.0,0.0,16,0.03,47377,1675,47707
양구군,2017,자전거사고,1,0.02,0,0.0,0.0,1,0.02,5659,126,5932
양구군,2017,야간사고,21,0.02,1,0.05,4.76,31,0.02,90766,2109,135883
양구군,2017,어린이보행사고,4,0.1,0,0.0,0.0,4,0.1,4019,35,4101
양구군,2017,고령운전자사고,23,0.09,1,0.12,4.35,37,0.1,26713,848,38627
양구군,2017,고령보행자사고,7,0.06,0,0.0,0.0,7,0.06,11977,906,11224
양구군,2017,개인형이동수단(PM)사고,1,0.85,0,0.0,0.0,1,0.81,117,4,124
양구군,2017,뺑소니사고,6,0.08,0,0.0,0.0,10,0.09,7883,150,11433
양구군,2017,무면허사고,4,0.08,1,0.63,25.0,8,0.11,5134,159,7477
양양군,2017,전체사고,163,0.08,11,0.26,6.75,289,0.09,216335,4185,322829
양양군,2017,어린이사고,12,0.11,0,0.0,0.0,17,0.13,10960,54,13433
양양군,2017,고령자사고,32,0.09,2,0.11,6.25,39,0.1,37555,1767,40579
양양군,2017,보행자사고,31,0.07,4,0.24,12.9,28,0.06,47377,1675,47707
양양군,2017,자전거사고,1,0.02,0,0.0,0.0,1,0.02,5659,126,5932
양양군,2017,야간사고,55,0.06,7,0.33,12.73,85,0.06,90766,2109,135883
양양군,2017,어린이보행사고,2,0.05,0,0.0,0.0,2,0.05,4019,35,4101
양양군,2017,고령운전자사고,29,0.11,1,0.12,3.45,47,0.12,26713,848,38627
양양군,2017,고령보행자사고,4,0.03,1,0.11,25.0,4,0.04,11977,906,11224
양양군,2017,개인형이동수단(PM)사고,1,0.85,0,0.0,0.0,3,2.42,117,4,124
양양군,2017,뺑소니사고,2,0.03,0,0.0,0.0,2,0.02,7883,150,11433
양양군,2017,무면허사고,4,0.08,0,0.0,0.0,4,0.05,5134,159,7477
영월군,2017,전체사고,183,0.08,9,0.22,4.92,299,0.09,216335,4185,322829
영월군,2017,어린이사고,19,0.17,0,0.0,0.0,23,0.17,10960,54,13433
영월군,2017,고령자사고,51,0.14,3,0.17,5.88,58,0.14,37555,1767,40579
영월군,2017,보행자사고,33,0.07,4,0.24,12.12,29,0.06,47377,1675,47707
영월군,2017,자전거사고,5,0.09,0,0.0,0.0,5,0.08,5659,126,5932
영월군,2017,야간사고,48,0.05,4,0.19,8.33,76,0.06,90766,2109,135883
영월군,2017,어린이보행사고,6,0.15,0,0.0,0.0,6,0.15,4019,35,4101
영월군,2017,스쿨존내어린이사고,1,0.21,0,0.0,0.0,1,0.21,479,8,487
영월군,2017,고령운전자사고,33,0.12,0,0.0,0.0,50,0.13,26713,848,38627
영월군,2017,고령보행자사고,11,0.09,2,0.22,18.18,9,0.08,11977,906,11224
영월군,2017,뺑소니사고,4,0.05,1,0.67,25.0,6,0.05,7883,150,11433
영월군,2017,무면허사고,4,0.08,0,0.0,0.0,9,0.12,5134,159,7477
원주시,2017,전체사고,2205,1.02,35,0.84,1.59,3522,1.09,216335,4185,322829
원주시,2017,어린이사고,109,0.99,1,1.85,0.92,130,0.97,10960,54,13433
원주시,2017,고령자사고,344,0.92,14,0.79,4.07,399,0.98,37555,1767,40579
원주시,2017,보행자사고,396,0.84,9,0.54,2.27,418,0.88,47377,1675,47707
원주시,2017,자전거사고,25,0.44,0,0.0,0.0,25,0.42,5659,126,5932
원주시,2017,야간사고,947,1.04,18,0.85,1.9,1528,1.12,90766,2109,135883
원주시,2017,어린이보행사고,33,0.82,0,0.0,0.0,35,0.85,4019,35,4101
원주시,2017,스쿨존내어린이사고,3,0.63,0,0.0,0.0,3,0.62,479,8,487
원주시,2017,고령운전자사고,251,0.94,8,0.94,3.19,428,1.11,26713,848,38627
원주시,2017,고령보행자사고,96,0.8,6,0.66,6.25,93,0.83,11977,906,11224
원주시,2017,뺑소니사고,81,1.03,0,0.0,0.0,136,1.19,7883,150,11433
원주시,2017,무면허사고,45,0.88,3,1.89,6.67,73,0.98,5134,159,7477
인제군,2017,전체사고,147,0.07,12,0.29,8.16,300,0.09,216335,4185,322829
인제군,2017,어린이사고,11,0.1,0,0.0,0.0,21,0.16,10960,54,13433
인제군,2017,고령자사고,31,0.08,3,0.17,9.68,34,0.08,37555,1767,40579
인제군,2017,보행자사고,19,0.04,2,0.12,10.53,20,0.04,47377,1675,47707
인제군,2017,야간사고,33,0.04,3,0.14,9.09,69,0.05,90766,2109,135883
인제군,2017,어린이보행사고,3,0.07,0,0.0,0.0,3,0.07,4019,35,4101
인제군,2017,고령운전자사고,20,0.07,2,0.24,10.0,36,0.09,26713,848,38627
인제군,2017,고령보행자사고,6,0.05,1,0.11,16.67,6,0.05,11977,906,11224
인제군,2017,뺑소니사고,6,0.08,0,0.0,0.0,13,0.11,7883,150,11433
인제군,2017,무면허사고,6,0.12,0,0.0,0.0,7,0.09,5134,159,7477
정선군,2017,전체사고,189,0.09,9,0.22,4.76,296,0.09,216335,4185,322829
정선군,2017,어린이사고,5,0.05,1,1.85,20.0,5,0.04,10960,54,13433
정선군,2017,고령자사고,43,0.11,3,0.17,6.98,51,0.13,37555,1767,40579
정선군,2017,보행자사고,32,0.07,3,0.18,9.38,31,0.06,47377,1675,47707
정선군,2017,자전거사고,1,0.02,0,0.0,0.0,1,0.02,5659,126,5932
정선군,2017,야간사고,66,0.07,4,0.19,6.06,98,0.07,90766,2109,135883
정선군,2017,어린이보행사고,2,0.05,1,2.86,50.0,1,0.02,4019,35,4101
정선군,2017,고령운전자사고,24,0.09,1,0.12,4.17,36,0.09,26713,848,38627
정선군,2017,고령보행자사고,10,0.08,2,0.22,20.0,8,0.07,11977,906,11224
정선군,2017,뺑소니사고,6,0.08,1,0.67,16.67,6,0.05,7883,150,11433
정선군,2017,무면허사고,6,0.12,0,0.0,0.0,6,0.08,5134,159,7477
철원군,2017,전체사고,175,0.08,15,0.36,8.57,279,0.09,216335,4185,322829
철원군,2017,어린이사고,14,0.13,0,0.0,0.0,17,0.13,10960,54,13433
철원군,2017,고령자사고,48,0.13,8,0.45,16.67,54,0.13,37555,1767,40579
철원군,2017,보행자사고,26,0.05,4,0.24,15.38,22,0.05,47377,1675,47707
철원군,2017,자전거사고,2,0.04,0,0.0,0.0,2,0.03,5659,126,5932
철원군,2017,야간사고,59,0.07,5,0.24,8.47,98,0.07,90766,2109,135883
철원군,2017,어린이보행사고,1,0.02,0,0.0,0.0,1,0.02,4019,35,4101
철원군,2017,고령운전자사고,31,0.12,3,0.35,9.68,41,0.11,26713,848,38627
철원군,2017,고령보행자사고,9,0.08,4,0.44,44.44,5,0.04,11977,906,11224
철원군,2017,뺑소니사고,5,0.06,0,0.0,0.0,5,0.04,7883,150,11433
철원군,2017,무면허사고,6,0.12,1,0.63,16.67,12,0.16,5134,159,7477
춘천시,2017,전체사고,1686,0.78,32,0.76,1.9,2650,0.82,216335,4185,322829
춘천시,2017,어린이사고,107,0.98,0,0.0,0.0,142,1.06,10960,54,13433
춘천시,2017,고령자사고,309,0.82,16,0.91,5.18,348,0.86,37555,1767,40579
춘천시,2017,보행자사고,300,0.63,17,1.01,5.67,296,0.62,47377,1675,47707
춘천시,2017,자전거사고,31,0.55,1,0.79,3.23,31,0.52,5659,126,5932
춘천시,2017,야간사고,645,0.71,16,0.76,2.48,1059,0.78,90766,2109,135883
춘천시,2017,어린이보행사고,26,0.65,0,0.0,0.0,26,0.63,4019,35,4101
춘천시,2017,스쿨존내어린이사고,3,0.63,0,0.0,0.0,4,0.82,479,8,487
춘천시,2017,고령운전자사고,213,0.8,3,0.35,1.41,304,0.79,26713,848,38627
춘천시,2017,고령보행자사고,85,0.71,12,1.32,14.12,74,0.66,11977,906,11224
춘천시,2017,개인형이동수단(PM)사고,3,2.56,0,0.0,0.0,3,2.42,117,4,124
춘천시,2017,뺑소니사고,34,0.43,0,0.0,0.0,54,0.47,7883,150,11433
춘천시,2017,무면허사고,34,0.66,0,0.0,0.0,53,0.71,5134,159,7477
태백시,2017,전체사고,156,0.07,6,0.14,3.85,262,0.08,216335,4185,322829
태백시,2017,어린이사고,10,0.09,0,0.0,0.0,11,0.08,10960,54,13433
태백시,2017,고령자사고,43,0.11,0,0.0,0.0,54,0.13,37555,1767,40579
태백시,2017,보행자사고,35,0.07,2,0.12,5.71,34,0.07,47377,1675,47707
태백시,2017,야간사고,40,0.04,3,0.14,7.5,62,0.05,90766,2109,135883
태백시,2017,어린이보행사고,4,0.1,0,0.0,0.0,4,0.1,4019,35,4101
태백시,2017,스쿨존내어린이사고,1,0.21,0,0.0,0.0,1,0.21,479,8,487
태백시,2017,고령운전자사고,35,0.13,0,0.0,0.0,53,0.14,26713,848,38627
태백시,2017,고령보행자사고,12,0.1,0,0.0,0.0,12,0.11,11977,906,11224
태백시,2017,뺑소니사고,3,0.04,0,0.0,0.0,4,0.03,7883,150,11433
태백시,2017,무면허사고,3,0.06,0,0.0,0.0,4,0.05,5134,159,7477
평창군,2017,전체사고,289,0.13,22,0.53,7.61,650,0.2,216335,4185,322829
평창군,2017,어린이사고,18,0.16,0,0.0,0.0,27,0.2,10960,54,13433
평창군,2017,고령자사고,71,0.19,12,0.68,16.9,93,0.23,37555,1767,40579
평창군,2017,보행자사고,35,0.07,4,0.24,11.43,33,0.07,47377,1675,47707
평창군,2017,자전거사고,2,0.04,1,0.79,50.0,2,0.03,5659,126,5932
평창군,2017,야간사고,82,0.09,6,0.28,7.32,168,0.12,90766,2109,135883
평창군,2017,어린이보행사고,2,0.05,0,0.0,0.0,2,0.05,4019,35,4101
평창군,2017,고령운전자사고,48,0.18,5,0.59,10.42,106,0.27,26713,848,38627
평창군,2017,고령보행자사고,13,0.11,3,0.33,23.08,10,0.09,11977,906,11224
평창군,2017,뺑소니사고,9,0.11,0,0.0,0.0,19,0.17,7883,150,11433
평창군,2017,무면허사고,13,0.25,1,0.63,7.69,25,0.33,5134,159,7477
홍천군,2017,전체사고,356,0.16,13,0.31,3.65,575,0.18,216335,4185,322829
홍천군,2017,어린이사고,20,0.18,0,0.0,0.0,30,0.22,10960,54,13433
홍천군,2017,고령자사고,78,0.21,5,0.28,6.41,92,0.23,37555,1767,40579
홍천군,2017,보행자사고,70,0.15,3,0.18,4.29,75,0.16,47377,1675,47707
홍천군,2017,자전거사고,1,0.02,0,0.0,0.0,1,0.02,5659,126,5932
홍천군,2017,야간사고,98,0.11,6,0.28,6.12,157,0.12,90766,2109,135883
홍천군,2017,어린이보행사고,3,0.07,0,0.0,0.0,3,0.07,4019,35,4101
홍천군,2017,고령운전자사고,58,0.22,5,0.59,8.62,83,0.21,26713,848,38627
홍천군,2017,고령보행자사고,22,0.18,1,0.11,4.55,24,0.21,11977,906,11224
홍천군,2017,뺑소니사고,8,0.1,0,0.0,0.0,12,0.1,7883,150,11433
홍천군,2017,무면허사고,4,0.08,0,0.0,0.0,8,0.11,5134,159,7477
화천군,2017,전체사고,85,0.04,2,0.05,2.35,134,0.04,216335,4185,322829
화천군,2017,어린이사고,4,0.04,0,0.0,0.0,4,0.03,10960,54,13433
화천군,2017,고령자사고,21,0.06,0,0.0,0.0,22,0.05,37555,1767,40579
화천군,2017,보행자사고,8,0.02,0,0.0,0.0,9,0.02,47377,1675,47707
화천군,2017,야간사고,17,0.02,1,0.05,5.88,23,0.02,90766,2109,135883
화천군,2017,어린이보행사고,3,0.07,0,0.0,0.0,3,0.07,4019,35,4101
화천군,2017,고령운전자사고,16,0.06,0,0.0,0.0,25,0.06,26713,848,38627
화천군,2017,뺑소니사고,2,0.03,0,0.0,0.0,2,0.02,7883,150,11433
화천군,2017,무면허사고,3,0.06,0,0.0,0.0,3,0.04,5134,159,7477
횡성군,2017,전체사고,182,0.08,12,0.29,6.59,295,0.09,216335,4185,322829
횡성군,2017,어린이사고,7,0.06,0,0.0,0.0,9,0.07,10960,54,13433
횡성군,2017,고령자사고,47,0.13,7,0.4,14.89,48,0.12,37555,1767,40579
횡성군,2017,보행자사고,27,0.06,4,0.24,14.81,23,0.05,47377,1675,47707
횡성군,2017,야간사고,40,0.04,7,0.33,17.5,49,0.04,90766,2109,135883
횡성군,2017,어린이보행사고,4,0.1,0,0.0,0.0,4,0.1,4019,35,4101
횡성군,2017,고령운전자사고,30,0.11,1,0.12,3.33,68,0.18,26713,848,38627
횡성군,2017,고령보행자사고,14,0.12,4,0.44,28.57,10,0.09,11977,906,11224
횡성군,2017,뺑소니사고,5,0.06,1,0.67,20.0,7,0.06,7883,150,11433
횡성군,2017,무면허사고,4,0.08,0,0.0,0.0,7,0.09,5134,159,7477
강릉시,2018,전체사고,918,0.42,22,0.58,2.4,1410,0.44,217148,3781,323037
강릉시,2018,어린이사고,47,0.47,1,2.94,2.13,57,0.45,10009,34,12543
강릉시,2018,고령자사고,212,0.55,14,0.83,6.6,227,0.54,38647,1682,41833
강릉시,2018,보행자사고,212,0.46,10,0.67,4.72,217,0.47,45921,1487,46400
강릉시,2018,자전거사고,4,0.08,1,1.1,25.0,3,0.06,4771,91,5041
강릉시,2018,야간사고,343,0.38,12,0.64,3.5,529,0.4,90197,1863,133781
강릉시,2018,어린이보행사고,21,0.59,1,4.55,4.76,20,0.54,3582,22,3695
강릉시,2018,스쿨존내어린이사고,1,0.23,0,0.0,0.0,1,0.21,435,3,473
강릉시,2018,고령운전자사고,167,0.56,8,0.95,4.79,248,0.57,30012,843,43469
강릉시,2018,고령보행자사고,72,0.61,6,0.71,8.33,67,0.6,11815,842,11124
강릉시,2018,뺑소니사고,23,0.3,0,0.0,0.0,51,0.46,7601,107,11099
강릉시,2018,무면허사고,15,0.29,0,0.0,0.0,24,0.32,5203,189,7570
고성군,2018,전체사고,135,0.06,12,0.32,8.89,197,0.06,217148,3781,323037
고성군,2018,어린이사고,6,0.06,0,0.0,0.0,8,0.06,10009,34,12543
고성군,2018,고령자사고,39,0.1,5,0.3,12.82,49,0.12,38647,1682,41833
고성군,2018,보행자사고,27,0.06,4,0.27,14.81,25,0.05,45921,1487,46400
고성군,2018,자전거사고,1,0.02,0,0.0,0.0,1,0.02,4771,91,5041
고성군,2018,야간사고,41,0.05,8,0.43,19.51,49,0.04,90197,1863,133781
고성군,2018,어린이보행사고,3,0.08,0,0.0,0.0,3,0.08,3582,22,3695
고성군,2018,고령운전자사고,28,0.09,5,0.59,17.86,47,0.11,30012,843,43469
고성군,2018,고령보행자사고,11,0.09,2,0.24,18.18,9,0.08,11815,842,11124
고성군,2018,무면허사고,1,0.02,0,0.0,0.0,1,0.01,5203,189,7570
동해시,2018,전체사고,356,0.16,5,0.13,1.4,521,0.16,217148,3781,323037
동해시,2018,어린이사고,23,0.23,0,0.0,0.0,27,0.22,10009,34,12543
동해시,2018,고령자사고,86,0.22,3,0.18,3.49,92,0.22,38647,1682,41833
동해시,2018,보행자사고,73,0.16,2,0.13,2.74,79,0.17,45921,1487,46400
동해시,2018,자전거사고,1,0.02,0,0.0,0.0,1,0.02,4771,91,5041
동해시,2018,야간사고,110,0.12,2,0.11,1.82,169,0.13,90197,1863,133781
동해시,2018,어린이보행사고,7,0.2,0,0.0,0.0,7,0.19,3582,22,3695
동해시,2018,고령운전자사고,66,0.22,1,0.12,1.52,89,0.2,30012,843,43469
동해시,2018,고령보행자사고,26,0.22,1,0.12,3.85,25,0.22,11815,842,11124
동해시,2018,뺑소니사고,6,0.08,0,0.0,0.0,12,0.11,7601,107,11099
동해시,2018,무면허사고,7,0.13,0,0.0,0.0,9,0.12,5203,189,7570
삼척시,2018,전체사고,365,0.17,6,0.16,1.64,580,0.18,217148,3781,323037
삼척시,2018,어린이사고,13,0.13,0,0.0,0.0,18,0.14,10009,34,12543
삼척시,2018,고령자사고,106,0.27,4,0.24,3.77,131,0.31,38647,1682,41833
삼척시,2018,보행자사고,57,0.12,1,0.07,1.75,57,0.12,45921,1487,46400
삼척시,2018,자전거사고,4,0.08,0,0.0,0.0,4,0.08,4771,91,5041
삼척시,2018,야간사고,93,0.1,0,0.0,0.0,138,0.1,90197,1863,133781
삼척시,2018,어린이보행사고,3,0.08,0,0.0,0.0,3,0.08,3582,22,3695
삼척시,2018,스쿨존내어린이사고,1,0.23,0,0.0,0.0,1,0.21,435,3,473
삼척시,2018,고령운전자사고,87,0.29,3,0.36,3.45,129,0.3,30012,843,43469
삼척시,2018,고령보행자사고,21,0.18,0,0.0,0.0,21,0.19,11815,842,11124
삼척시,2018,뺑소니사고,10,0.13,0,0.0,0.0,15,0.14,7601,107,11099
삼척시,2018,무면허사고,14,0.27,1,0.53,7.14,15,0.2,5203,189,7570
