region,year,acc_cl_nm,acc_cnt,acc_cnt_cmrt,dth_dnv_cnt,dth_dnv_cnt_cmrt,ftlt_rate,injpsn_cnt,injpsn_cnt_cmrt,tot_acc_cnt,tot_dth_dnv_cnt,tot_injpsn_cnt
강릉시,2013,어린이보행사고,33,0.67,0,0.0,0.0,35,0.7,4897,57,4966
강릉시,2013,스쿨존내어린이사고,2,0.47,0,0.0,0.0,3,0.68,427,6,438
강릉시,2013,고령운전자사고,120,0.68,5,0.68,4.17,184,0.72,17590,737,25734
강릉시,2013,고령보행자사고,51,0.5,6,0.63,11.76,45,0.48,10248,951,9413
강릉시,2013,뺑소니사고,37,0.39,1,0.46,2.7,73,0.48,9604,219,15247
강릉시,2013,무면허사고,46,0.67,3,1.08,6.52,60,0.59,6855,277,10146
고성군,2013,전체사고,178,0.08,8,0.16,4.49,376,0.11,215354,5092,328711
고성군,2013,어린이사고,19,0.16,0,0.0,0.0,28,0.19,11728,82,14437
고성군,2013,고령자사고,45,0.15,3,0.16,6.67,52,0.16,30283,1833,32178
고성군,2013,보행자사고,24,0.05,2,0.1,8.33,23,0.05,50022,1982,50459
고성군,2013,자전거사고,1,0.02,0,0.0,0.0,1,0.02,4249,101,4472
고성군,2013,야간사고,56,0.06,1,0.04,1.79,105,0.07,100285,2702,153429
고성군,2013,어린이보행사고,3,0.06,0,0.0,0.0,3,0.06,4897,57,4966
고성군,2013,고령운전자사고,13,0.07,2,0.27,15.38,22,0.09,17590,737,25734
고성군,2013,고령보행자사고,6,0.06,1,0.11,16.67,5,0.05,10248,951,9413
고성군,2013,뺑소니사고,5,0.05,0,0.0,0.0,18,0.12,9604,219,15247
고성군,2013,무면허사고,8,0.12,0,0.0,0.0,14,0.14,6855,277,10146
동해시,2013,전체사고,445,0.21,17,0.33,3.82,758,0.23,215354,5092,328711
동해시,2013,어린이사고,30,0.26,0,0.0,0.0,40,0.28,11728,82,14437
동해시,2013,고령자사고,82,0.27,6,0.33,7.32,85,0.26,30283,1833,32178
동해시,2013,보행자사고,99,0.2,5,0.25,5.05,103,0.2,50022,1982,50459
동해시,2013,자전거사고,1,0.02,0,0.0,0.0,1,0.02,4249,101,4472
동해시,2013,야간사고,186,0.19,12,0.44,6.45,319,0.21,100285,2702,153429
동해시,2013,어린이보행사고,9,0.18,0,0.0,0.0,9,0.18,4897,57,4966
동해시,2013,고령운전자사고,40,0.23,0,0.0,0.0,53,0.21,17590,737,25734
동해시,2013,고령보행자사고,24,0.23,3,0.32,12.5,21,0.22,10248,951,9413
동해시,2013,뺑소니사고,19,0.2,0,0.0,0.0,37,0.24,9604,219,15247
동해시,2013,무면허사고,9,0.13,0,0.0,0.0,16,0.16,6855,277,10146
삼척시,2013,전체사고,406,0.19,14,0.27,3.45,698,0.21,215354,5092,328711
삼척시,2013,어린이사고,31,0.26,0,0.0,0.0,45,0.31,11728,82,14437
삼척시,2013,고령자사고,74,0.24,2,0.11,2.7,90,0.28,30283,1833,32178
삼척시,2013,보행자사고,61,0.12,1,0.05,1.64,64,0.13,50022,1982,50459
삼척시,2013,자전거사고,4,0.09,0,0.0,0.0,4,0.09,4249,101,4472
삼척시,2013,야간사고,113,0.11,5,0.19,4.42,183,0.12,100285,2702,153429
삼척시,2013,어린이보행사고,6,0.12,0,0.0,0.0,6,0.12,4897,57,4966
삼척시,2013,고령운전자사고,45,0.26,1,0.14,2.22,74,0.29,17590,737,25734
삼척시,2013,고령보행자사고,10,0.1,0,0.0,0.0,10,0.11,10248,951,9413
삼척시,2013,뺑소니사고,4,0.04,0,0.0,0.0,5,0.03,9604,219,15247
삼척시,2013,무면허사고,13,0.19,0,0.0,0.0,17,0.17,6855,277,10146
속초시,2013,전체사고,545,0.25,7,0.14,1.28,941,0.29,215354,5092,328711
속초시,2013,어린이사고,48,0.41,0,0.0,0.0,63,0.44,11728,82,14437
속초시,2013,고령자사고,81,0.27,3,0.16,3.7,97,0.3,30283,1833,32178
속초시,2013,보행자사고,132,0.26,5,0.25,3.79,134,0.27,50022,1982,50459
속초시,2013,자전거사고,8,0.19,1,0.99,12.5,7,0.16,4249,101,4472
속초시,2013,야간사고,226,0.23,3,0.11,1.33,374,0.24,100285,2702,153429
속초시,2013,어린이보행사고,17,0.35,0,0.0,0.0,18,0.36,4897,57,4966
속초시,2013,스쿨존내어린이사고,1,0.23,0,0.0,0.0,1,0.23,427,6,438
속초시,2013,고령운전자사고,63,0.36,3,0.41,4.76,90,0.35,17590,737,25734
속초시,2013,고령보행자사고,24,0.23,2,0.21,8.33,22,0.23,10248,951,9413
속초시,2013,뺑소니사고,22,0.23,0,0.0,0.0,39,0.26,9604,219,15247
속초시,2013,무면허사고,12,0.18,0,0.0,0.0,25,0.25,6855,277,10146
양구군,2013,전체사고,82,0.04,3,0.06,3.66,168,0.05,215354,5092,328711
양구군,2013,어린이사고,11,0.09,0,0.0,0.0,18,0.12,11728,82,14437
양구군,2013,고령자사고,19,0.06,0,0.0,0.0,29,0.09,30283,1833,32178
양구군,2013,보행자사고,10,0.02,1,0.05,10.0,9,0.02,50022,1982,50459
양구군,2013,자전거사고,1,0.02,0,0.0,0.0,1,0.02,4249,101,4472
양구군,2013,야간사고,27,0.03,2,0.07,7.41,43,0.03,100285,2702,153429
양구군,2013,어린이보행사고,2,0.04,0,0.0,0.0,2,0.04,4897,57,4966
양구군,2013,스쿨존내어린이사고,1,0.23,0,0.0,0.0,1,0.23,427,6,438
양구군,2013,고령운전자사고,11,0.06,0,0.0,0.0,19,0.07,17590,737,25734
양구군,2013,뺑소니사고,3,0.03,1,0.46,33.33,2,0.01,9604,219,15247
양구군,2013,무면허사고,4,0.06,0,0.0,0.0,9,0.09,6855,277,10146
양양군,2013,전체사고,140,0.07,15,0.29,10.71,283,0.09,215354,5092,328711
양양군,2013,어린이사고,15,0.13,0,0.0,0.0,20,0.14,11728,82,14437
양양군,2013,고령자사고,29,0.1,3,0.16,10.34,34,0.11,30283,1833,32178
양양군,2013,보행자사고,22,0.04,2,0.1,9.09,21,0.04,50022,1982,50459
양양군,2013,야간사고,39,0.04,3,0.11,7.69,75,0.05,100285,2702,153429
양양군,2013,어린이보행사고,7,0.14,0,0.0,0.0,7,0.14,4897,57,4966
양양군,2013,스쿨존내어린이사고,1,0.23,0,0.0,0.0,1,0.23,427,6,438
양양군,2013,고령운전자사고,10,0.06,0,0.0,0.0,17,0.07,17590,737,25734
양양군,2013,고령보행자사고,4,0.04,2,0.21,50.0,2,0.02,10248,951,9413
양양군,2013,뺑소니사고,4,0.04,0,0.0,0.0,10,0.07,9604,219,15247
양양군,2013,무면허사고,1,0.01,0,0.0,0.0,2,0.02,6855,277,10146
영월군,2013,전체사고,162,0.08,10,0.2,6.17,279,0.08,215354,5092,328711
영월군,2013,어린이사고,12,0.1,0,0.0,0.0,18,0.12,11728,82,14437
영월군,2013,고령자사고,32,0.11,4,0.22,12.5,33,0.1,30283,1833,32178
영월군,2013,보행자사고,34,0.07,2,0.1,5.88,37,0.07,50022,1982,50459
영월군,2013,자전거사고,1,0.02,0,0.0,0.0,1,0.02,4249,101,4472
영월군,2013,야간사고,61,0.06,8,0.3,13.11,87,0.06,100285,2702,153429
영월군,2013,어린이보행사고,2,0.04,0,0.0,0.0,2,0.04,4897,57,4966
영월군,2013,고령운전자사고,17,0.1,2,0.27,11.76,29,0.11,17590,737,25734
영월군,2013,고령보행자사고,9,0.09,1,0.11,11.11,8,0.08,10248,951,9413
영월군,2013,뺑소니사고,7,0.07,0,0.0,0.0,8,0.05,9604,219,15247
영월군,2013,무면허사고,5,0.07,1,0.36,20.0,5,0.05,6855,277,10146
원주시,2013,전체사고,2232,1.04,28,0.55,1.25,3684,1.12,215354,5092,328711
원주시,2013,어린이사고,160,1.36,2,2.44,1.25,189,1.31,11728,82,14437
원주시,2013,고령자사고,262,0.87,10,0.55,3.82,285,0.89,30283,1833,32178
원주시,2013,보행자사고,409,0.82,14,0.71,3.42,422,0.84,50022,1982,50459
원주시,2013,자전거사고,20,0.47,2,1.98,10.0,23,0.51,4249,101,4472
원주시,2013,야간사고,1028,1.03,17,0.63,1.65,1654,1.08,100285,2702,153429
원주시,2013,어린이보행사고,47,0.96,2,3.51,4.26,46,0.93,4897,57,4966
원주시,2013,스쿨존내어린이사고,3,0.7,0,0.0,0.0,3,0.68,427,6,438
원주시,2013,고령운전자사고,183,1.04,4,0.54,2.19,315,1.22,17590,737,25734
원주시,2013,고령보행자사고,72,0.7,5,0.53,6.94,69,0.73,10248,951,9413
원주시,2013,뺑소니사고,74,0.77,1,0.46,1.35,114,0.75,9604,219,15247
원주시,2013,무면허사고,75,1.09,1,0.36,1.33,139,1.37,6855,277,10146
인제군,2013,전체사고,88,0.04,10,0.2,11.36,168,0.05,215354,5092,328711
인제군,2013,어린이사고,9,0.08,0,0.0,0.0,13,0.09,11728,82,14437
인제군,2013,고령자사고,21,0.07,5,0.27,23.81,32,0.1,30283,1833,32178
인제군,2013,보행자사고,18,0.04,3,0.15,16.67,15,0.03,50022,1982,50459
인제군,2013,야간사고,31,0.03,6,0.22,19.35,50,0.03,100285,2702,153429
인제군,2013,어린이보행사고,1,0.02,0,0.0,0.0,1,0.02,4897,57,4966
인제군,2013,고령운전자사고,11,0.06,3,0.41,27.27,26,0.1,17590,737,25734
인제군,2013,고령보행자사고,6,0.06,3,0.32,50.0,3,0.03,10248,951,9413
인제군,2013,뺑소니사고,4,0.04,0,0.0,0.0,5,0.03,9604,219,15247
인제군,2013,무면허사고,2,0.03,0,0.0,0.0,5,0.05,6855,277,10146
정선군,2013,전체사고,150,0.07,8,0.16,5.33,260,0.08,215354,5092,328711
정선군,2013,어린이사고,7,0.06,0,0.0,0.0,9,0.06,11728,82,14437
정선군,2013,고령자사고,20,0.07,4,0.22,20.0,20,0.06,30283,1833,32178
정선군,2013,보행자사고,19,0.04,2,0.1,10.53,19,0.04,50022,1982,50459
정선군,2013,야간사고,54,0.05,4,0.15,7.41,80,0.05,100285,2702,153429
정선군,2013,어린이보행사고,4,0.08,0,0.0,0.0,4,0.08,4897,57,4966
정선군,2013,고령운전자사고,19,0.11,2,0.27,10.53,26,0.1,17590,737,25734
정선군,2013,고령보행자사고,2,0.02,1,0.11,50.0,1,0.01,10248,951,9413
정선군,2013,뺑소니사고,3,0.03,0,0.0,0.0,6,0.04,9604,219,15247
정선군,2013,무면허사고,5,0.07,0,0.0,0.0,5,0.05,6855,277,10146
철원군,2013,전체사고,178,0.08,9,0.18,5.06,271,0.08,215354,5092,328711
철원군,2013,어린이사고,10,0.09,1,1.22,10.0,10,0.07,11728,82,14437
철원군,2013,고령자사고,39,0.13,2,0.11,5.13,42,0.13,30283,1833,32178
철원군,2013,보행자사고,27,0.05,3,0.15,11.11,25,0.05,50022,1982,50459
철원군,2013,자전거사고,1,0.02,0,0.0,0.0,1,0.02,4249,101,4472
철원군,2013,야간사고,61,0.06,4,0.15,6.56,81,0.05,100285,2702,153429
철원군,2013,어린이보행사고,2,0.04,0,0.0,0.0,2,0.04,4897,57,4966
철원군,2013,고령운전자사고,21,0.12,0,0.0,0.0,31,0.12,17590,737,25734
철원군,2013,고령보행자사고,6,0.06,1,0.11,16.67,5,0.05,10248,951,9413
철원군,2013,뺑소니사고,12,0.12,0,0.0,0.0,12,0.08,9604,219,15247
철원군,2013,무면허사고,8,0.12,0,0.0,0.0,14,0.14,6855,277,10146
춘천시,2013,전체사고,1770,0.82,32,0.63,1.81,2872,0.87,215354,5092,328711
춘천시,2013,어린이사고,110,0.94,0,0.0,0.0,150,1.04,11728,82,14437
춘천시,2013,고령자사고,261,0.86,14,0.76,5.36,286,0.89,30283,1833,32178
춘천시,2013,보행자사고,386,0.77,11,0.55,2.85,393,0.78,50022,1982,50459
춘천시,2013,자전거사고,21,0.49,1,0.99,4.76,25,0.56,4249,101,4472
춘천시,2013,야간사고,774,0.77,14,0.52,1.81,1192,0.78,100285,2702,153429
춘천시,2013,어린이보행사고,35,0.71,0,0.0,0.0,36,0.72,4897,57,4966
춘천시,2013,스쿨존내어린이사고,3,0.7,0,0.0,0.0,3,0.68,427,6,438
춘천시,2013,고령운전자사고,160,0.91,4,0.54,2.5,298,1.16,17590,737,25734
춘천시,2013,고령보행자사고,86,0.84,8,0.84,9.3,79,0.84,10248,951,9413
춘천시,2013,뺑소니사고,75,0.78,0,0.0,0.0,113,0.74,9604,219,15247
춘천시,2013,무면허사고,37,0.54,3,1.08,8.11,54,0.53,6855,277,10146
태백시,2013,전체사고,194,0.09,5,0.1,2.58,314,0.1,215354,5092,328711
태백시,2013,어린이사고,11,0.09,0,0.0,0.0,15,0.1,11728,82,14437
태백시,2013,고령자사고,42,0.14,1,0.05,2.38,47,0.15,30283,1833,32178
태백시,2013,보행자사고,47,0.09,3,0.15,6.38,49,0.1,50022,1982,50459
태백시,2013,야간사고,61,0.06,2,0.07,3.28,91,0.06,100285,2702,153429
태백시,2013,어린이보행사고,6,0.12,0,0.0,0.0,6,0.12,4897,57,4966
태백시,2013,스쿨존내어린이사고,1,0.23,0,0.0,0.0,1,0.23,427,6,438
태백시,2013,고령운전자사고,16,0.09,0,0.0,0.0,23,0.09,17590,737,25734
태백시,2013,고령보행자사고,17,0.17,1,0.11,5.88,17,0.18,10248,951,9413
태백시,2013,뺑소니사고,3,0.03,0,0.0,0.0,5,0.03,9604,219,15247
태백시,2013,무면허사고,3,0.04,1,0.36,33.33,3,0.03,6855,277,10146
평창군,2013,전체사고,233,0.11,12,0.24,5.15,491,0.15,215354,5092,328711
평창군,2013,어린이사고,18,0.15,0,0.0,0.0,21,0.15,11728,82,14437
평창군,2013,고령자사고,46,0.15,4,0.22,8.7,66,0.21,30283,1833,32178
평창군,2013,보행자사고,38,0.08,3,0.15,7.89,39,0.08,50022,1982,50459
평창군,2013,야간사고,63,0.06,8,0.3,12.7,144,0.09,100285,2702,153429
평창군,2013,어린이보행사고,4,0.08,0,0.0,0.0,5,0.1,4897,57,4966
평창군,2013,고령운전자사고,20,0.11,3,0.41,15.0,45,0.17,17590,737,25734
평창군,2013,고령보행자사고,16,0.16,2,0.21,12.5,14,0.15,10248,951,9413
평창군,2013,뺑소니사고,7,0.07,0,0.0,0.0,9,0.06,9604,219,15247
평창군,2013,무면허사고,3,0.04,0,0.0,0.0,8,0.08,6855,277,10146
홍천군,2013,전체사고,367,0.17,11,0.22,3.0,626,0.19,215354,5092,328711
홍천군,2013,어린이사고,28,0.24,0,0.0,0.0,41,0.28,11728,82,14437
홍천군,2013,고령자사고,75,0.25,4,0.22,5.33,79,0.25,30283,1833,32178
홍천군,2013,보행자사고,72,0.14,5,0.25,6.94,70,0.14,50022,1982,50459
홍천군,2013,자전거사고,2,0.05,0,0.0,0.0,2,0.04,4249,101,4472
홍천군,2013,야간사고,121,0.12,4,0.15,3.31,199,0.13,100285,2702,153429
홍천군,2013,어린이보행사고,6,0.12,0,0.0,0.0,7,0.14,4897,57,4966
홍천군,2013,스쿨존내어린이사고,1,0.23,0,0.0,0.0,1,0.23,427,6,438
홍천군,2013,고령운전자사고,39,0.22,0,0.0,0.0,58,0.23,17590,737,25734
홍천군,2013,고령보행자사고,24,0.23,3,0.32,12.5,21,0.22,10248,951,9413
홍천군,2013,뺑소니사고,11,0.11,0,0.0,0.0,13,0.09,9604,219,15247
홍천군,2013,무면허사고,10,0.15,1,0.36,10.0,12,0.12,6855,277,10146
화천군,2013,전체사고,79,0.04,2,0.04,2.53,141,0.04,215354,5092,328711
화천군,2013,어린이사고,2,0.02,0,0.0,0.0,5,0.03,11728,82,14437
화천군,2013,고령자사고,22,0.07,0,0.0,0.0,28,0.09,30283,1833,32178
화천군,2013,보행자사고,10,0.02,0,0.0,0.0,10,0.02,50022,1982,50459
화천군,2013,자전거사고,1,0.02,0,0.0,0.0,1,0.02,4249,101,4472
화천군,2013,야간사고,18,0.02,0,0.0,0.0,31,0.02,100285,2702,153429
화천군,2013,고령운전자사고,15,0.09,0,0.0,0.0,23,0.09,17590,737,25734
화천군,2013,고령보행자사고,2,0.02,0,0.0,0.0,2,0.02,10248,951,9413
화천군,2013,뺑소니사고,3,0.03,0,0.0,0.0,4,0.03,9604,219,15247
화천군,2013,무면허사고,3,0.04,0,0.0,0.0,4,0.04,6855,277,10146
횡성군,2013,전체사고,228,0.11,20,0.39,8.77,403,0.12,215354,5092,328711
횡성군,2013,어린이사고,21,0.18,1,1.22,4.76,31,0.21,11728,82,14437
횡성군,2013,고령자사고,49,0.16,5,0.27,10.2,51,0.16,30283,1833,32178
횡성군,2013,보행자사고,34,0.07,4,0.2,11.76,31,0.06,50022,1982,50459
횡성군,2013,자전거사고,1,0.02,1,0.99,100.0,0,0.0,4249,101,4472
횡성군,2013,야간사고,78,0.08,7,0.26,8.97,119,0.08,100285,2702,153429
횡성군,2013,어린이보행사고,6,0.12,1,1.75,16.67,5,0.1,4897,57,4966
횡성군,2013,고령운전자사고,29,0.16,3,0.41,10.34,49,0.19,17590,737,25734
횡성군,2013,고령보행자사고,13,0.13,2,0.21,15.38,11,0.12,10248,951,9413
횡성군,2013,뺑소니사고,11,0.11,0,0.0,0.0,17,0.11,9604,219,15247
횡성군,2013,무면허사고,6,0.09,0,0.0,0.0,11,0.11,6855,277,10146
강릉시,2014,전체사고,1165,0.52,19,0.4,1.63,1827,0.54,223552,4762,337497
강릉시,2014,어린이사고,53,0.44,0,0.0,0.0,61,0.41,12110,52,14894
강릉시,2014,고령자사고,202,0.61,7,0.39,3.47,233,0.66,33170,1815,35352
강릉시,2014,보행자사고,239,0.47,7,0.37,2.93,243,0.47,51145,1910,51646
강릉시,2014,자전거사고,15,0.25,0,0.0,0.0,15,0.24,5975,93,6328
강릉시,2014,야간사고,499,0.49,7,0.29,1.4,783,0.51,101280,2446,153432
강릉시,2014,어린이보행사고,23,0.47,0,0.0,0.0,23,0.46,4858,26,4954
강릉시,2014,스쿨존내어린이사고,3,0.57,0,0.0,0.0,3,0.54,523,4,553
강릉시,2014,고령운전자사고,128,0.63,5,0.66,3.91,178,0.61,20275,763,29420
강릉시,2014,고령보행자사고,64,0.59,4,0.44,6.25,60,0.6,10825,919,10031
강릉시,2014,뺑소니사고,34,0.39,0,0.0,0.0,59,0.43,8771,207,13622
강릉시,2014,무면허사고,44,0.67,0,0.0,0.0,67,0.69,6548,276,9750
고성군,2014,전체사고,159,0.07,7,0.15,4.4,287,0.09,223552,4762,337497
고성군,2014,어린이사고,10,0.08,0,0.0,0.0,12,0.08,12110,52,14894
고성군,2014,고령자사고,37,0.11,5,0.28,13.51,44,0.12,33170,1815,35352
고성군,2014,보행자사고,21,0.04,2,0.1,9.52,25,0.05,51145,1910,51646
고성군,2014,야간사고,49,0.05,4,0.16,8.16,87,0.06,101280,2446,153432
고성군,2014,어린이보행사고,1,0.02,0,0.0,0.0,1,0.02,4858,26,4954
고성군,2014,고령운전자사고,19,0.09,2,0.26,10.53,26,0.09,20275,763,29420
고성군,2014,고령보행자사고,10,0.09,2,0.22,20.0,8,0.08,10825,919,10031
고성군,2014,뺑소니사고,3,0.03,0,0.0,0.0,6,0.04,8771,207,13622
고성군,2014,무면허사고,4,0.06,1,0.36,25.0,8,0.08,6548,276,9750
동해시,2014,전체사고,502,0.22,10,0.21,1.99,825,0.24,223552,4762,337497
동해시,2014,어린이사고,33,0.27,1,1.92,3.03,42,0.28,12110,52,14894
동해시,2014,고령자사고,96,0.29,3,0.17,3.13,104,0.29,33170,1815,35352
동해시,2014,보행자사고,101,0.2,3,0.16,2.97,105,0.2,51145,1910,51646
동해시,2014,자전거사고,3,0.05,0,0.0,0.0,3,0.05,5975,93,6328
동해시,2014,야간사고,179,0.18,5,0.2,2.79,286,0.19,101280,2446,153432
동해시,2014,어린이보행사고,12,0.25,1,3.85,8.33,11,0.22,4858,26,4954
동해시,2014,고령운전자사고,60,0.3,2,0.26,3.33,96,0.33,20275,763,29420
동해시,2014,고령보행자사고,22,0.2,1,0.11,4.55,22,0.22,10825,919,10031
동해시,2014,뺑소니사고,12,0.14,2,0.97,16.67,14,0.1,8771,207,13622
동해시,2014,무면허사고,9,0.14,0,0.0,0.0,12,0.12,6548,276,9750
삼척시,2014,전체사고,414,0.19,12,0.25,2.9,680,0.2,223552,4762,337497
삼척시,2014,어린이사고,28,0.23,0,0.0,0.0,36,0.24,12110,52,14894
삼척시,2014,고령자사고,92,0.28,4,0.22,4.35,105,0.3,33170,1815,35352
삼척시,2014,보행자사고,81,0.16,1,0.05,1.23,84,0.16,51145,1910,51646
삼척시,2014,자전거사고,11,0.18,0,0.0,0.0,13,0.21,5975,93,6328
삼척시,2014,야간사고,107,0.11,4,0.16,3.74,159,0.1,101280,2446,153432
삼척시,2014,어린이보행사고,5,0.1,0,0.0,0.0,5,0.1,4858,26,4954
삼척시,2014,스쿨존내어린이사고,1,0.19,0,0.0,0.0,1,0.18,523,4,553
삼척시,2014,고령운전자사고,51,0.25,3,0.39,5.88,81,0.28,20275,763,29420
삼척시,2014,고령보행자사고,23,0.21,0,0.0,0.0,23,0.23,10825,919,10031
삼척시,2014,뺑소니사고,3,0.03,1,0.48,33.33,4,0.03,8771,207,13622
삼척시,2014,무면허사고,10,0.15,1,0.36,10.0,12,0.12,6548,276,9750
속초시,2014,전체사고,514,0.23,10,0.21,1.95,854,0.25,223552,4762,337497
속초시,2014,어린이사고,39,0.32,0,0.0,0.0,47,0.32,12110,52,14894
속초시,2014,고령자사고,65,0.2,4,0.22,6.15,62,0.18,33170,1815,35352
속초시,2014,보행자사고,111,0.22,3,0.16,2.7,117,0.23,51145,1910,51646
속초시,2014,자전거사고,8,0.13,0,0.0,0.0,8,0.13,5975,93,6328
속초시,2014,야간사고,213,0.21,3,0.12,1.41,353,0.23,101280,2446,153432
속초시,2014,어린이보행사고,15,0.31,0,0.0,0.0,18,0.36,4858,26,4954
속초시,2014,고령운전자사고,42,0.21,0,0.0,0.0,56,0.19,20275,763,29420
속초시,2014,고령보행자사고,27,0.25,2,0.22,7.41,25,0.25,10825,919,10031
속초시,2014,뺑소니사고,24,0.27,0,0.0,0.0,32,0.23,8771,207,13622
속초시,2014,무면허사고,9,0.14,1,0.36,11.11,16,0.16,6548,276,9750
양구군,2014,전체사고,92,0.04,6,0.13,6.52,159,0.05,223552,4762,337497
양구군,2014,어린이사고,6,0.05,0,0.0,0.0,9,0.06,12110,52,14894
양구군,2014,고령자사고,27,0.08,3,0.17,11.11,35,0.1,33170,1815,35352
양구군,2014,보행자사고,14,0.03,1,0.05,7.14,13,0.03,51145,1910,51646
양구군,2014,야간사고,29,0.03,4,0.16,13.79,45,0.03,101280,2446,153432
양구군,2014,어린이보행사고,2,0.04,0,0.0,0.0,2,0.04,4858,26,4954
양구군,2014,고령운전자사고,10,0.05,2,0.26,20.0,26,0.09,20275,763,29420
양구군,2014,고령보행자사고,10,0.09,1,0.11,10.0,9,0.09,10825,919,10031
양구군,2014,뺑소니사고,2,0.02,0,0.0,0.0,2,0.01,8771,207,13622
양구군,2014,무면허사고,2,0.03,0,0.0,0.0,2,0.02,6548,276,9750
양양군,2014,전체사고,162,0.07,3,0.06,1.85,319,0.09,223552,4762,337497
양양군,2014,어린이사고,7,0.06,0,0.0,0.0,10,0.07,12110,52,14894
양양군,2014,고령자사고,36,0.11,1,0.06,2.78,55,0.16,33170,1815,35352
양양군,2014,보행자사고,20,0.04,1,0.05,5.0,19,0.04,51145,1910,51646
양양군,2014,야간사고,47,0.05,0,0.0,0.0,82,0.05,101280,2446,153432
양양군,2014,어린이보행사고,2,0.04,0,0.0,0.0,2,0.04,4858,26,4954
양양군,2014,스쿨존내어린이사고,1,0.19,0,0.0,0.0,1,0.18,523,4,553
양양군,2014,고령운전자사고,21,0.1,0,0.0,0.0,51,0.17,20275,763,29420
양양군,2014,고령보행자사고,7,0.06,1,0.11,14.29,6,0.06,10825,919,10031
양양군,2014,뺑소니사고,4,0.05,0,0.0,0.0,11,0.08,8771,207,13622
양양군,2014,무면허사고,7,0.11,1,0.36,14.29,12,0.12,6548,276,9750
영월군,2014,전체사고,144,0.06,9,0.19,6.25,223,0.07,223552,4762,337497
영월군,2014,어린이사고,9,0.07,0,0.0,0.0,9,0.06,12110,52,14894
영월군,2014,고령자사고,32,0.1,4,0.22,12.5,35,0.1,33170,1815,35352
영월군,2014,보행자사고,35,0.07,5,0.26,14.29,31,0.06,51145,1910,51646
영월군,2014,자전거사고,1,0.02,0,0.0,0.0,1,0.02,5975,93,6328
영월군,2014,야간사고,46,0.05,3,0.12,6.52,67,0.04,101280,2446,153432
영월군,2014,어린이보행사고,6,0.12,0,0.0,0.0,6,0.12,4858,26,4954
영월군,2014,스쿨존내어린이사고,1,0.19,0,0.0,0.0,1,0.18,523,4,553
영월군,2014,고령운전자사고,28,0.14,2,0.26,7.14,37,0.13,20275,763,29420
영월군,2014,고령보행자사고,9,0.08,3,0.33,33.33,6,0.06,10825,919,10031
영월군,2014,뺑소니사고,2,0.02,0,0.0,0.0,3,0.02,8771,207,13622
영월군,2014,무면허사고,1,0.02,0,0.0,0.0,1,0.01,6548,276,9750
원주시,2014,전체사고,2308,1.03,39,0.82,1.69,3838,1.14,223552,4762,337497
원주시,2014,어린이사고,154,1.27,1,1.92,0.65,189,1.27,12110,52,14894
원주시,2014,고령자사고,286,0.86,9,0.5,3.15,359,1.02,33170,1815,35352
원주시,2014,보행자사고,408,0.8,15,0.79,3.68,415,0.8,51145,1910,51646
원주시,2014,자전거사고,22,0.37,0,0.0,0.0,23,0.36,5975,93,6328
원주시,2014,야간사고,1036,1.02,19,0.78,1.83,1658,1.08,101280,2446,153432
원주시,2014,어린이보행사고,36,0.74,0,0.0,0.0,37,0.75,4858,26,4954
원주시,2014,스쿨존내어린이사고,4,0.76,0,0.0,0.0,4,0.72,523,4,553
원주시,2014,고령운전자사고,184,0.91,6,0.79,3.26,305,1.04,20275,763,29420
원주시,2014,고령보행자사고,81,0.75,7,0.76,8.64,75,0.75,10825,919,10031
원주시,2014,뺑소니사고,90,1.03,2,0.97,2.22,138,1.01,8771,207,13622
원주시,2014,무면허사고,59,0.9,1,0.36,1.69,86,0.88,6548,276,9750
인제군,2014,전체사고,120,0.05,9,0.19,7.5,229,0.07,223552,4762,337497
인제군,2014,어린이사고,8,0.07,0,0.0,0.0,8,0.05,12110,52,14894
인제군,2014,고령자사고,23,0.07,2,0.11,8.7,31,0.09,33170,1815,35352
인제군,2014,보행자사고,17,0.03,0,0.0,0.0,18,0.03,51145,1910,51646
인제군,2014,야간사고,40,0.04,2,0.08,5.0,73,0.05,101280,2446,153432
인제군,2014,어린이보행사고,3,0.06,0,0.0,0.0,3,0.06,4858,26,4954
인제군,2014,고령운전자사고,11,0.05,1,0.13,9.09,23,0.08,20275,763,29420
인제군,2014,고령보행자사고,4,0.04,0,0.0,0.0,4,0.04,10825,919,10031
인제군,2014,뺑소니사고,2,0.02,0,0.0,0.0,5,0.04,8771,207,13622
정선군,2014,전체사고,125,0.06,8,0.17,6.4,237,0.07,223552,4762,337497
정선군,2014,어린이사고,7,0.06,0,0.0,0.0,8,0.05,12110,52,14894
정선군,2014,고령자사고,29,0.09,3,0.17,10.34,33,0.09,33170,1815,35352
정선군,2014,보행자사고,23,0.04,1,0.05,4.35,24,0.05,51145,1910,51646
정선군,2014,야간사고,42,0.04,1,0.04,2.38,65,0.04,101280,2446,153432
정선군,2014,어린이보행사고,3,0.06,0,0.0,0.0,3,0.06,4858,26,4954
정선군,2014,고령운전자사고,17,0.08,1,0.13,5.88,25,0.08,20275,763,29420
정선군,2014,고령보행자사고,7,0.06,1,0.11,14.29,6,0.06,10825,919,10031
정선군,2014,뺑소니사고,2,0.02,0,0.0,0.0,3,0.02,8771,207,13622
